filename,class_name,original_folder,file_path,split,final_file_path
Tr-no_1086.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1086.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_1086.npz
Tr-pi_797.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_797.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_797.npz
Tr-me_926.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_926.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_926.npz
Tr-no_597.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_597.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_597.npz
Tr-me_600.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_600.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_600.npz
Tr-no_30.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_30.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_30.npz
Tr-gl_900.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_900.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_900.npz
Tr-gl_22.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_22.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_22.npz
Tr-pi_840.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_840.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_840.npz
Tr-me_1163.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1163.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_1163.npz
Tr-gl_211.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_211.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_211.npz
Tr-me_488.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_488.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_488.npz
Tr-me_539.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_539.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_539.npz
Tr-no_130.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_130.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_130.npz
Tr-me_1219.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1219.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_1219.npz
Tr-gl_327.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_327.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_327.npz
Tr-no_886.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_886.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_886.npz
Tr-me_1257.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1257.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_1257.npz
Tr-gl_847.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_847.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_847.npz
Tr-me_1275.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1275.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_1275.npz
Tr-pi_472.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_472.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_472.npz
Tr-pi_733.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_733.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_733.npz
Tr-gl_1217.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1217.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_1217.npz
Tr-me_1272.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1272.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_1272.npz
Tr-gl_740.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_740.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_740.npz
Tr-no_492.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_492.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_492.npz
Tr-pi_475.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_475.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_475.npz
Tr-me_545.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_545.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_545.npz
Tr-no_426.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_426.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_426.npz
Tr-gl_171.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_171.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_171.npz
Tr-gl_1379.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1379.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_1379.npz
Tr-gl_1316.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1316.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_1316.npz
Tr-me_292.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_292.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_292.npz
Tr-pi_1079.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1079.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_1079.npz
Tr-gl_1374.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1374.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_1374.npz
Tr-pi_281.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_281.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_281.npz
Tr-me_784.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_784.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_784.npz
Tr-gl_419.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_419.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_419.npz
Tr-no_809.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_809.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_809.npz
Tr-me_833.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_833.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_833.npz
Tr-gl_1118.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1118.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_1118.npz
Tr-gl_842.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_842.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_842.npz
Tr-pi_1350.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1350.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_1350.npz
Tr-gl_792.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_792.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_792.npz
Tr-gl_845.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_845.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_845.npz
Tr-no_615.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_615.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_615.npz
Tr-me_493.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_493.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_493.npz
Tr-pi_1013.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1013.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_1013.npz
Tr-me_1135.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1135.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_1135.npz
Tr-no_603.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_603.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_603.npz
Tr-gl_945.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_945.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_945.npz
Tr-no_744.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_744.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_744.npz
Tr-gl_1376.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1376.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_1376.npz
Tr-pi_747.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_747.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_747.npz
Tr-me_781.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_781.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_781.npz
Tr-no_905.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_905.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_905.npz
Tr-no_1031.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1031.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_1031.npz
Tr-no_429.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_429.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_429.npz
Tr-pi_301.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_301.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_301.npz
Tr-pi_825.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_825.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_825.npz
Tr-no_714.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_714.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_714.npz
Tr-gl_387.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_387.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_387.npz
Tr-gl_820.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_820.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_820.npz
Tr-no_1316.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1316.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_1316.npz
Tr-pi_578.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_578.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_578.npz
Tr-no_498.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_498.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_498.npz
Tr-me_847.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_847.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_847.npz
Tr-gl_70.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_70.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_70.npz
Tr-no_713.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_713.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_713.npz
Tr-me_186.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_186.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_186.npz
Tr-no_1247.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1247.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_1247.npz
Tr-pi_1254.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1254.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_1254.npz
Tr-gl_372.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_372.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_372.npz
Tr-pi_426.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_426.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_426.npz
Tr-no_811.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_811.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_811.npz
Tr-me_1166.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1166.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_1166.npz
Tr-no_531.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_531.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_531.npz
Tr-me_310.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_310.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_310.npz
Tr-me_507.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_507.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_507.npz
Tr-me_442.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_442.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_442.npz
Tr-pi_655.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_655.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_655.npz
Tr-gl_762.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_762.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_762.npz
Tr-no_1379.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1379.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_1379.npz
Tr-gl_904.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_904.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_904.npz
Tr-pi_493.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_493.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_493.npz
Tr-gl_162.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_162.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_162.npz
Tr-pi_812.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_812.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_812.npz
Tr-pi_1381.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1381.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_1381.npz
Tr-no_780.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_780.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_780.npz
Tr-pi_968.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_968.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_968.npz
Tr-me_448.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_448.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_448.npz
Tr-gl_73.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_73.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_73.npz
Tr-gl_186.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_186.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_186.npz
Tr-aug-me_75.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-aug-me_75.npz,train,data/processed/final/kaggle/train/meningioma/Tr-aug-me_75.npz
Tr-me_50.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_50.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_50.npz
Tr-me_943.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_943.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_943.npz
Tr-me_190.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_190.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_190.npz
Tr-me_1279.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1279.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_1279.npz
Tr-gl_390.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_390.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_390.npz
Tr-gl_647.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_647.npz,train,data/processed/final/kaggle/train/glioma/Tr-gl_647.npz
Tr-me_117.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_117.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_117.npz
Tr-pi_908.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_908.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_908.npz
Tr-no_1390.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1390.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_1390.npz
Tr-pi_160.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_160.npz,train,data/processed/final/kaggle/train/pituitary/Tr-pi_160.npz
Tr-me_58.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_58.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_58.npz
Tr-no_448.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_448.npz,train,data/processed/final/kaggle/train/notumor/Tr-no_448.npz
Tr-me_994.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_994.npz,train,data/processed/final/kaggle/train/meningioma/Tr-me_994.npz
